0.000050,50.005990
0.000100,50.017870
0.000150,50.035564
0.000200,50.058970
0.000250,50.087996
0.000300,50.122539
0.000350,50.162507
0.000400,50.207784
0.000450,50.258273
0.000500,50.313876
0.000550,50.374468
0.000600,50.439945
0.000650,50.510197
0.000700,50.585102
0.000750,50.664544
0.000800,50.748405
0.000850,50.836565
0.000900,50.928892
0.000950,51.025265
0.001000,51.125563
0.001050,51.229649
0.001100,51.337387
0.001150,51.448652
0.001200,51.563307
0.001250,51.681216
0.001300,51.802238
0.001350,51.926238
0.001400,52.053065
0.001450,52.182582
0.001500,52.314645
0.001550,52.449111
0.001600,52.585832
0.001650,52.724650
0.001700,52.865431
0.001750,53.008024
0.001800,53.152267
0.001850,53.298017
0.001900,53.445122
0.001950,53.593421
0.002000,53.742770
0.002050,53.893012
0.002100,54.043993
0.002150,54.195556
0.002200,54.347552
0.002250,54.499819
0.002300,54.652213
0.002350,54.804573
0.002400,54.956749
0.002450,55.108579
0.002500,55.259924
0.002550,55.410618
0.002600,55.560516
0.002650,55.709466
0.002700,55.857319
0.002750,56.003918
0.002800,56.149124
0.002850,56.292794
0.002900,56.434765
0.002950,56.574905
0.003000,56.713068
0.003050,56.849113
0.003100,56.982895
0.003150,57.114282
0.003200,57.243134
0.003250,57.369320
0.003300,57.492698
0.003350,57.613137
0.003400,57.730517
0.003450,57.844706
0.003500,57.955582
0.003550,58.063014
0.003600,58.166892
0.003650,58.267092
0.003700,58.363504
0.003750,58.456006
0.003800,58.544501
0.003850,58.628877
0.003900,58.709032
0.003950,58.784870
0.004000,58.856283
0.004050,58.923188
0.004100,58.985480
0.004150,59.043094
0.004200,59.095928
0.004250,59.143911
0.004300,59.186978
0.004350,59.225043
0.004400,59.258046
0.004450,59.285925
0.004500,59.308632
0.004550,59.326098
0.004600,59.338294
0.004650,59.345162
0.004700,59.346677
0.004750,59.342811
0.004800,59.333534
0.004850,59.318827
0.004900,59.298675
0.004950,59.273083
0.005000,59.242037
0.005050,59.205556
0.005100,59.163650
0.005150,59.116333
0.005200,59.063644
0.005250,59.005607
0.005300,58.942272
0.005350,58.873681
0.005400,58.799898
0.005450,58.720981
0.005500,58.637008
0.005550,58.548056
0.005600,58.454214
0.005650,58.355567
0.005700,58.252225
0.005750,58.144292
0.005800,58.031886
0.005850,57.915128
0.005900,57.794149
0.005950,57.669085
0.006000,57.540073
0.006050,57.407268
0.006100,57.270824
0.006150,57.130884
0.006200,56.987626
0.006250,56.841216
0.006300,56.691823
0.006350,56.539624
0.006400,56.384801
0.006450,56.227526
0.006500,56.068002
0.006550,55.906399
0.006600,55.742907
0.006650,55.577724
0.006700,55.411036
0.006750,55.243027
0.006800,55.073881
0.006850,54.903797
0.006900,54.732961
0.006950,54.561552
0.007000,54.389754
0.007050,54.217748
0.007100,54.045702
0.007150,53.873807
0.007200,53.702214
0.007250,53.531101
0.007300,53.360614
0.007350,53.190920
0.007400,53.022162
0.007450,52.854498
0.007500,52.688053
0.007550,52.522967
0.007600,52.359373
0.007650,52.197396
0.007700,52.037139
0.007750,51.878732
0.007800,51.722263
0.007850,51.567843
0.007900,51.415561
0.007950,51.265503
0.008000,51.117762
0.008050,50.972396
0.008100,50.829483
0.008150,50.689086
0.008200,50.551263
0.008250,50.416073
0.008300,50.283559
0.008350,50.153755
0.008400,50.026710
0.008450,49.902452
0.008500,49.781012
0.008550,49.662409
0.008600,49.546661
0.008650,49.433784
0.008700,49.323782
0.008750,49.216675
0.008800,49.112458
0.008850,49.011126
0.008900,48.912679
0.008950,48.817112
0.009000,48.724406
0.009050,48.634551
0.009100,48.547528
0.009150,48.463326
0.009200,48.381913
0.009250,48.303268
0.009300,48.227372
0.009350,48.154191
0.009400,48.083691
0.009450,48.015844
0.009500,47.950619
0.009550,47.887973
0.009600,47.827872
0.009650,47.770292
0.009700,47.715175
0.009750,47.662486
0.009800,47.612191
0.009850,47.564243
0.009900,47.518601
0.009950,47.475218
0.010000,47.434045
0.010050,47.395048
0.010100,47.358188
0.010150,47.323397
0.010200,47.290642
0.010250,47.259877
0.010300,47.231060
0.010350,47.204133
0.010400,47.179056
0.010450,47.155777
0.010500,47.134255
0.010550,47.114438
0.010600,47.096283
0.010650,47.079740
0.010700,47.064771
0.010750,47.051317
0.010800,47.039339
0.010850,47.028790
0.010900,47.019625
0.010950,47.011795
0.011000,47.005262
0.011050,46.999973
0.011100,46.995883
0.011150,46.992959
0.011200,46.991148
0.011250,46.990405
0.011300,46.990701
0.011350,46.991969
0.011400,46.994193
0.011450,46.997316
0.011500,47.001304
0.011550,47.006107
0.011600,47.011693
0.011650,47.018027
0.011700,47.025050
0.011750,47.032753
0.011800,47.041068
0.011850,47.049981
0.011900,47.059438
0.011950,47.069414
0.012000,47.079866
0.012050,47.090765
0.012100,47.102063
0.012150,47.113739
0.012200,47.125765
0.012250,47.138087
0.012300,47.150691
0.012350,47.163524
0.012400,47.176570
0.012450,47.189795
0.012500,47.203157
0.012550,47.216655
0.012600,47.230230
0.012650,47.243864
0.012700,47.257522
0.012750,47.271189
0.012800,47.284818
0.012850,47.298403
0.012900,47.311896
0.012950,47.325292
0.013000,47.338542
0.013050,47.351636
0.013100,47.364551
0.013150,47.377247
0.013200,47.389720
0.013250,47.401940
0.013300,47.413879
0.013350,47.425511
0.013400,47.436823
0.013450,47.447786
0.013500,47.458393
0.013550,47.468608
0.013600,47.478409
0.013650,47.487783
0.013700,47.496710
0.013750,47.505167
0.013800,47.513147
0.013850,47.520626
0.013900,47.527587
0.013950,47.534003
0.014000,47.539875
0.014050,47.545169
0.014100,47.549880
0.014150,47.553989
0.014200,47.557491
0.014250,47.560357
0.014300,47.562581
0.014350,47.564155
0.014400,47.565059
0.014450,47.565282
0.014500,47.564816
0.014550,47.563645
0.014600,47.561765
0.014650,47.559162
0.014700,47.555830
0.014750,47.551765
0.014800,47.546952
0.014850,47.541385
0.014900,47.535071
0.014950,47.527990
0.015000,47.520141
0.015050,47.511520
0.015100,47.502131
0.015150,47.491965
0.015200,47.481013
0.015250,47.469288
0.015300,47.456791
0.015350,47.443516
0.015400,47.429465
0.015450,47.414656
0.015500,47.399075
0.015550,47.382745
0.015600,47.365658
0.015650,47.347833
0.015700,47.329269
0.015750,47.309987
0.015800,47.289986
0.015850,47.269285
0.015900,47.247909
0.015950,47.225859
0.016000,47.203157
0.016050,47.179819
0.016100,47.155864
0.016150,47.131317
0.016200,47.106186
0.016250,47.080512
0.016300,47.054299
0.016350,47.027585
0.016400,47.000386
0.016450,46.972740
0.016500,46.944666
0.016550,46.916204
0.016600,46.887382
0.016650,46.858230
0.016700,46.828777
0.016750,46.799057
0.016800,46.769109
0.016850,46.738966
0.016900,46.708663
0.016950,46.678229
0.017000,46.647717
0.017050,46.617147
0.017100,46.586567
0.017150,46.556012
0.017200,46.525515
0.017250,46.495119
0.017300,46.464865
0.017350,46.434785
0.017400,46.404920
0.017450,46.375311
0.017500,46.345994
0.017550,46.316993
0.017600,46.288366
0.017650,46.260127
0.017700,46.232320
0.017750,46.204980
0.017800,46.178131
0.017850,46.151820
0.017900,46.126058
0.017950,46.100894
0.018000,46.076347
0.018050,46.052441
0.018100,46.029209
0.018150,46.006668
0.018200,45.984841
0.018250,45.963742
0.018300,45.943396
0.018350,45.923831
0.018400,45.905054
0.018450,45.887078
0.018500,45.869919
0.018550,45.853575
0.018600,45.838076
0.018650,45.823413
0.018700,45.809604
0.018750,45.796645
0.018800,45.784537
0.018850,45.773293
0.018900,45.762904
0.018950,45.753384
0.019000,45.744709
0.019050,45.736885
0.019100,45.729905
0.019150,45.723766
0.019200,45.718447
0.019250,45.713955
0.019300,45.710278
0.019350,45.707393
0.019400,45.705299
0.019450,45.703988
0.019500,45.703429
0.019550,45.703624
0.019600,45.704551
0.019650,45.706193
0.019700,45.708529
0.019750,45.711541
0.019800,45.715222
0.019850,45.719550
0.019900,45.724504
0.019950,45.730070
0.020000,45.736219
0.020050,45.742941
0.020100,45.750207
0.020150,45.758013
0.020200,45.766318
0.020250,45.775114
0.020300,45.784381
0.020350,45.794096
0.020400,45.804237
0.020450,45.814791
0.020500,45.825729
0.020550,45.837036
0.020600,45.848684
0.020650,45.860671
0.020700,45.872954
0.020750,45.885534
0.020800,45.898376
0.020850,45.911475
0.020900,45.924803
0.020950,45.938339
0.021000,45.952070
0.021050,45.965986
0.021100,45.980056
0.021150,45.994263
0.021200,46.008591
0.021250,46.023036
0.021300,46.037568
0.021350,46.052178
0.021400,46.066847
0.021450,46.081554
0.021500,46.096295
0.021550,46.111055
0.021600,46.125801
0.021650,46.140547
0.021700,46.155259
0.021750,46.169937
0.021800,46.184556
0.021850,46.199113
0.021900,46.213597
0.021950,46.227983
0.022000,46.242272
0.022050,46.256455
0.022100,46.270506
0.022150,46.284436
0.022200,46.298216
0.022250,46.311854
0.022300,46.325318
0.022350,46.338626
0.022400,46.351745
0.022450,46.364694
0.022500,46.377434
0.022550,46.389984
0.022600,46.402316
0.022650,46.414444
0.022700,46.426344
0.022750,46.438020
0.022800,46.449463
0.022850,46.460673
0.022900,46.471631
0.022950,46.482345
